incineratorname,reportyear,generalwaste,bizgeneralwaste,incinprocqt,buttomdustqt,flyashsolidqt,eqeffgasacqt,actelecqt,actsoldelecqt,actsoldelecpct,soldelecincome,operationhour,nooprthour,dsnprocqt,dustlandfillqt,applyno
彰化縣溪州垃圾焚化廠,2016,269427.1,15001.29,289653.1,40522.65,14427.51,128759.9,142738.2,113879.8,79.782000,215908.8,15850,1718,,14941.6,WEPN3259
彰化縣溪州垃圾焚化廠,2015,252620.1,14398.93,265954.2,36473.48,14504.68,122529.3,124066,95060,76.621000,198398.8,14838,2682,,17339.44,WEPN3259
彰化縣溪州垃圾焚化廠,2014,252260,27520.86,269978.4,36839.57,14619.45,114947.8,134224.3,104003.8,77.485000,230462.4,15686,1834,,15551.28,WEPN3259
彰化縣溪州垃圾焚化廠,2013,235863,35143.69,266537.4,34205.16,15155.39,124776.2,126888.1,97423.6,76.779000,203678.2,15235,2285,,17825.67,WEPN3259
彰化縣溪州垃圾焚化廠,2012,244106.4,32531.5,272641.8,38760.34,15427.27,133806,136569.7,106277,77.819000,199476,15493,2075,,20684.91,WEPN3259
彰化縣溪州垃圾焚化廠,2011,269117.4,32735.23,288855.6,42010.31,14194.66,138325,137896.9,107867.8,78.224000,202062,16088,1432,,20356.76,WEPN3259
彰化縣溪州垃圾焚化廠,2010,271859.8,35412.89,291860.2,44830.45,14860.98,145213,137740.1,107410.4,77.980000,209342,16623,897,,20295.93,WEPN3259
彰化縣溪州垃圾焚化廠,2009,258038.8,32705.06,292269.1,51042.15,15613.08,143135,135519.4,105569.7,77.900000,206368,16264,1256,,22250.58,WEPN3259
彰化縣溪州垃圾焚化廠,2008,231727.8,40418.67,281786.8,45433.21,14879.32,137838,140350.7,110121.9,78.462000,175725,15463,2105,,20016.34,WEPN3259
彰化縣溪州垃圾焚化廠,2007,247752.7,50677.32,278097.7,45881.52,15734.85,146953,142547.1,109544.1,76.848000,152432,16002,1518,,38716.44,WEPN3259
彰化縣溪州垃圾焚化廠,2006,240638.7,36990.96,266176.8,39988.57,14645.07,140732,144003.8,110865.1,76.988000,156060,16103,1417,,54633.64,WEPN3259
彰化縣溪州垃圾焚化廠,2005,263599.7,32993.49,278171.2,42845.4,14324.61,132699.2,151360.2,117412.3,77.571000,163861,16683,837,,57170.01,WEPN3259
彰化縣溪州垃圾焚化廠,2004,265969.5,22978.99,274840.7,39530.8,13375.58,127947,143083.4,110517.4,77.240000,156109,16451,1117,,53614.66,wepn3259
彰化縣溪州垃圾焚化廠,2003,269552.3,21529.45,277812,42890.79,15318.17,141591,141592.9,109640.6,77.434000,149742.4,15995,1534,,48831.92,wepn3259
嘉義縣鹿草垃圾焚化廠,2021,215075.4,69323.29,286514.6,37334.72,14918.7,102030,173089.3,140446.8,81.141000,236524,16999,521,,14918.7,WEPQ7513
嘉義縣鹿草垃圾焚化廠,2020,219699.3,66449.04,292586.5,37461.92,14342.97,102474,166912.9,135074.3,80.925000,227833,17075,493,,15541.32,WEPQ7513
嘉義縣鹿草垃圾焚化廠,2019,214233.1,69322,286300.2,35882.49,14440.47,99425,164384.4,133823.1,81.409000,225809,16556,964,,24958.99,WEPQ7513
嘉義縣鹿草垃圾焚化廠,2018,239586,54775.02,293240.5,45365.48,14556.66,99642,171530.7,141013.4,82.209000,231309,16601,919,,29036.09,WEPQ7513
嘉義縣鹿草垃圾焚化廠,2017,247689.8,31716.12,281600.2,39184.96,14417.62,99583,168887.2,139261.7,82.458000,215009,16589,931,,53043.47,WEPQ7513
嘉義縣鹿草垃圾焚化廠,2016,157053.7,121623,279566.7,37840.56,14084.89,99504,167753.6,138586.7,82.613000,230685,16576,992,,26148.03,WEPQ7513
嘉義縣鹿草垃圾焚化廠,2015,159883.4,123958.8,282883.9,40054.99,13503.04,98849,167117.4,138162.6,82.674000,272595,16465,1055,,23325.52,WEPQ7513
嘉義縣鹿草垃圾焚化廠,2014,159398.6,121554.9,279516.5,40950.16,14428.83,99800,165524.4,136936.8,82.729000,285870,16628,892,,17565.88,WEPQ7513
嘉義縣鹿草垃圾焚化廠,2013,162482.8,121551.4,282981.7,43478.34,15419.31,99588,162493.2,132379.9,81.468000,257252,16584,936,,33487.08,WEPQ7513
嘉義縣鹿草垃圾焚化廠,2012,170369.3,121614.5,290591,45240.34,15058.33,99950,163460.8,133449.6,81.640000,243659,16655,913,,26349.23,WEPQ7513
嘉義縣鹿草垃圾焚化廠,2011,171739.3,121568,290990.3,45089.2,15175,98405,163389,133499.8,81.707000,217262,16395,1125,,37908.67,WEPQ7513
嘉義縣鹿草垃圾焚化廠,2010,156410.7,124747.3,276923.9,45267.92,14884.89,97875,161264.2,131716,81.677000,221291,16273,1247,,54783.89,WEPQ7513
嘉義縣鹿草垃圾焚化廠,2009,174234.4,122943.7,288851.9,49602.31,14009.19,99429,160611.9,132380,82.422000,221421,16638,882,,63611.5,WEPQ7513
嘉義縣鹿草垃圾焚化廠,2008,191008.6,110942.5,288965.2,50712.1,12688.94,98358,168328.8,139031.3,82.595000,179383,16534,1034,,63401.04,WEPQ7513
嘉義縣鹿草垃圾焚化廠,2007,200818.8,95262.07,295507.8,45971.89,13693.82,98756,174933.3,145164.1,82.983000,167410,16603,917,,59665.71,WEPQ7513
嘉義縣鹿草垃圾焚化廠,2006,234184.8,84335.19,304035.1,51880.1,12871.01,98476,180855.6,150388.8,83.154000,190672,16513,1007,,64751.11,WEPQ7513
嘉義縣鹿草垃圾焚化廠,2005,270787.2,46189.44,287855.5,48017.49,12057.71,96050,172049.7,142348.2,82.737000,191771,16172,1348,,60075.2,WEPQ7513
嘉義縣鹿草垃圾焚化廠,2004,240227.2,52458.07,283725.2,46268.62,12723.06,87932,164997.5,136249.7,82.577000,155489,15829,1739,,58991.68,WEPQ7513
嘉義縣鹿草垃圾焚化廠,2003,196834.9,66472.7,303555,50183.77,12398.61,72544,179604.5,149687.2,83.343000,0,16516,1004,,6139.53,WEPq7513
嘉義市垃圾焚化廠,2021,53895.47,14508.58,69037.84,9145.26,1986.89,17403.1,18643.89,11611.05,62.278000,22713.12,16270,1250,,1986.89,WEPI2617
嘉義市垃圾焚化廠,2020,54547.29,15517.19,69677.65,9372.86,2582.9,17446.5,18524.05,11258.73,60.779000,21825.07,16799,769,,2582.9,WEPI2617
嘉義市垃圾焚化廠,2019,68888.23,3432.7,72920.38,9078.87,2808.23,17935.8,19426.32,11959.86,61.565000,22656.11,16963,557,,1464.12,WEPI2617
嘉義市垃圾焚化廠,2018,72129.62,33.06,73488.11,9280.49,1919.17,17648.4,19029.83,11818.58,62.106000,22289.12,16835,685,,1919.17,WEPI2617
嘉義市垃圾焚化廠,2017,74333.77,21.62,75440.29,9281.75,1827.37,17869.58,19341.35,12076.57,62.439000,21100.17,16852,668,,1827.37,WEPI2617
嘉義市垃圾焚化廠,2016,76055.2,40.58,76540.59,10489.65,1956.24,18679,19629.12,12254.21,62.429000,22951.34,16956,612,,1956.24,WEPI2617
嘉義市垃圾焚化廠,2015,78401.05,66.87,77828.17,10665.98,2220.63,18009,19407.23,12008.77,61.878000,26130.96,16948,572,,2220.63,WEPI2617
嘉義市垃圾焚化廠,2014,78460.47,12.58,78918.36,10768.59,2238.23,17879,18982.25,11642.4,61.333000,26447.98,17004,516,,2238.23,WEPI2617
嘉義市垃圾焚化廠,2013,78418.82,17.36,76859.88,10830.85,2336.52,17389,18766.44,11800.05,62.878000,24863.82,16752,768,,2336.52,WEPI2617
嘉義市垃圾焚化廠,2012,76119.33,0,73493.47,10592.94,2333.94,16677,18440.5,11664.85,63.257000,21939.78,16796,772,,2333.94,WEPI2617
嘉義市垃圾焚化廠,2011,73755.43,0,70150.91,9134.67,2117.75,16055,15989.94,9471.05,59.231000,17440.83,16686,834,,2117.75,WEPI2617
嘉義市垃圾焚化廠,2010,73348.52,0,70565.73,10019.14,2266.18,15880,16428.56,9792.1,59.604000,18281.66,16782,738,,2266.18,WEPI2617
嘉義市垃圾焚化廠,2009,73673.35,0,69636.53,8988,2157.16,15720,16620.48,10118.93,60.882000,18475.4,16836,684,,6727.01,WEPI2617
嘉義市垃圾焚化廠,2008,71923.14,0,69804.41,8892.03,2200.31,16400,16014.71,9691.93,60.519000,14647.59,16842,726,,11092.34,WEPI2617
嘉義市垃圾焚化廠,2007,76285.65,0,77134.26,8842.42,2506.32,17440,17920.31,11492.3,64.130000,15651.85,16547,973,,11348.74,WEPI2617
嘉義市垃圾焚化廠,2006,76032.01,0,77032.52,8709.7,2455.25,17200,18355.04,11536.4,62.851000,15438.52,16446.84,1073.16,,11164.95,WEPI2617
嘉義市垃圾焚化廠,2005,76794.58,0,78401.03,8780.67,2628.91,17800,18956.04,12071.11,63.679000,15866.97,16581,939,,11409.58,WEPI2617
嘉義市垃圾焚化廠,2004,83719.47,0,85013.15,9684.59,3142.28,18037,20241.9,13163.4,65.030000,16869.94,16790.3,777.7,,12510.51,wepi2617
嘉義市垃圾焚化廠,2003,88046.72,0,84536,10954.36,1906.591,18930,20186.3,13235.5,65.567000,16494.13,16840.5,679.5,,6503.45,wepi2617
新竹市垃圾資源回收廠,2021,117605.2,123564.7,237915.6,34641.78,8705.27,93176,137765.3,113253.4,82.208000,211829.1,16087,1433,,35437.46,WEPO1732
新竹市垃圾資源回收廠,2020,126986.6,119171,242045.3,35113.35,8555.08,91222,149296.4,118020.6,79.051000,230400.6,16376,1192,,33942.73,WEPO1732
新竹市垃圾資源回收廠,2019,114529.6,119910.8,237134.8,34963.05,8851.64,88995,143793.6,111688.2,77.673000,210404.6,16173,1347,,33293.23,WEPO1732
新竹市垃圾資源回收廠,2018,130859.5,120706.8,250104.4,36157.86,9029.96,94773,151868.9,121193.9,79.802000,229197.5,16412,1108,,40974.28,WEPO1732
新竹市垃圾資源回收廠,2017,175650.1,59527.64,234938.8,34847.76,7985.5,89186.54,147532.5,117023,79.320000,203397.6,15934,1586,,42833.26,WEPO1732
新竹市垃圾資源回收廠,2016,164808.4,86180.68,249340.8,36409.8,8907.78,94928.56,155628.2,123222.9,79.178000,224342.6,16390,1178,,45317.58,WEPO1732
新竹市垃圾資源回收廠,2015,178700,75897.97,251389.2,36215.17,9230.6,89325.4,145531.2,113702.7,78.129000,252551.3,16293,1227,,45445.77,WEPO1732
新竹市垃圾資源回收廠,2014,169992.1,69269.07,240244,34857.47,9476.22,86787.3,138730.8,105232,75.853000,247460.8,16388,1132,,42204.38,WEPO1732
新竹市垃圾資源回收廠,2013,183057.2,64428.99,243947.7,35669.82,10332.96,88661.61,139804,107638.8,76.993000,239905.2,16507,1013,,46002.78,WEPO1732
新竹市垃圾資源回收廠,2012,177571.7,60639.37,233872.4,35307.19,9640.75,84240.69,132228.5,101616.8,76.849000,219139.1,16581,987,,44947.94,WEPO1732
新竹市垃圾資源回收廠,2011,148996.2,59313.18,204419.5,31310.06,7682.15,68140.56,120698.9,90803.32,75.231000,204894.5,15877,1643,,38992.21,WEPO1732
新竹市垃圾資源回收廠,2010,136680.3,57228.04,194129.4,30340.63,7281.98,67466.8,113365.5,84856.86,74.852000,178853.1,15319,2201,,37622.61,WEPO1732
新竹市垃圾資源回收廠,2009,89687.11,54355.33,142493.6,21223.58,5404.65,44783.05,85001.32,58684.43,69.039000,117076.5,12771,4749,,26628.23,WEPO1732
新竹市垃圾資源回收廠,2008,84754.6,87969.43,174322,29134.36,7165.7,57202.64,81576.23,56447.06,69.195000,104782,14781,2787,,36300.06,WEPO1732
新竹市垃圾資源回收廠,2007,156634.3,109663.8,254436.1,39515.67,11364.51,85025.74,162112.8,127071.8,78.385000,178075.5,16367,1153,,50880.18,WEPO1732
新竹市垃圾資源回收廠,2006,128769.1,103528.2,228933.7,32274.97,10607.84,87262.29,149460.9,116459,77.919000,162368.4,15601,1919,,42882.81,WEPO1732
新竹市垃圾資源回收廠,2005,129064.1,86356.31,213683.7,31046.36,9486.85,89151.19,135268.7,103614.4,76.599000,150564,15672,1848,,43098.62,WEPO1732
新竹市垃圾資源回收廠,2004,160502.3,106447.2,261190.7,39741.14,13443.64,121701.7,158475.4,126213,79.642000,169339.7,16671,897,,52028.49,WEPO1732
新竹市垃圾資源回收廠,2003,165868.4,107156.2,270513,39334.48,10471.23,126388.5,154775.1,125704.2,81.217000,152792,16419,1101,,43947.91,wepo1732
新北市樹林垃圾焚化廠,2021,257030.7,30320.18,292595.1,36103.02,7800.41,44184,154517.8,124503.3,80.575000,252730.8,23235,3045,,7800.41,WEPF0759
新北市樹林垃圾焚化廠,2020,234347.2,32523.97,265261.3,35352.39,10166.68,111297,131196.7,102554.7,78.169000,180854.1,22034,4318,,10166.68,WEPF0759
新北市樹林垃圾焚化廠,2019,233529.9,35698.66,277187.8,33050.98,10853.94,116305,130581.5,99033.9,75.841000,177599.2,23181,3099,,10853.94,WEPF0759
新北市樹林垃圾焚化廠,2018,254994.5,35285.43,304476.7,38356.03,10580.18,120914,142478.4,108319.9,76.026000,193137.4,23957,2323,,10580.18,WEPF0759
新北市樹林垃圾焚化廠,2017,283554.8,6200.21,298807.7,36538.17,11357.9,119298,133408.3,101830.3,76.330000,172224,23689,2591,,11357.9,WEPF0759
新北市樹林垃圾焚化廠,2016,240801.8,69677.27,310735,42764.51,10494.44,119032,148205.1,115729.6,78.087000,204456.7,23670,2682,,10494.44,WEPF0759
新北市樹林垃圾焚化廠,2015,235321.1,72303.7,321092.8,45545.58,11551.77,118209,147139,115702.8,78.635000,243154.7,23521,2759,,11551.77,WEPF0759
新北市樹林垃圾焚化廠,2014,253245.5,45488.62,295547.2,38947.65,8722.887,112792,138572.7,107440.9,77.534000,236211.9,22469,3811,,8722.887,WEPF0759
新北市樹林垃圾焚化廠,2013,264748.1,16889.13,276042.3,35997.13,7800.131,107804,128443.3,98716.82,76.856000,204510.8,21514.5,4765.5,,7800.131,WEPF0759
新北市樹林垃圾焚化廠,2012,275983.5,0,284434.1,36471.53,7411.291,96396,126028.3,97676.18,77.503000,184065.6,19239,7113,,7411.291,WEPF0759
新北市樹林垃圾焚化廠,2011,249630,0,252710.2,30685.19,6703.976,89095,110215.1,83347.32,75.622000,158334.5,17751,8529,,6703.976,WEPF0759
新北市樹林垃圾焚化廠,2010,266046.8,0,264087.4,34700.02,7259.482,110421,120924.7,91891.15,75.990000,178783.6,21923,4357,,7259.482,WEPF0759
新北市樹林垃圾焚化廠,2009,315364.8,0,311918,38919.39,8433.942,120841,137138.8,107034.2,78.048000,202077.3,24130,2150,,8433.942,WEPF0759
新北市樹林垃圾焚化廠,2008,353312.9,0,363708.3,45627.29,9368.881,123627,160161.1,128015.3,79.929000,197366.9,24675,1677,,9368.881,WEPF0759
新北市樹林垃圾焚化廠,2007,353782.2,0,351198.3,43769.33,11119.3,122551,158928,126598.6,79.658000,170434.7,24443,1837,,11119.3,WEPF0759
新北市樹林垃圾焚化廠,2006,329659.3,0,335942.3,41956.95,0,120791,150008.5,119230,79.482000,155202.3,24133,2147,,7056.54,WEPF0759
新北市樹林垃圾焚化廠,2005,346604.6,0,355891.2,47560.53,416.29,121670,165021.7,133336,80.799000,166650.8,24275,2002,,6544.7,WEPF0759
新北市樹林垃圾焚化廠,2004,352625.9,0,355069.9,51887.99,3588.67,120694,166862.4,135122,80.978000,168418,24127,2225,,11285.87,WEPF0759
新北市樹林垃圾焚化廠,2003,353604.9,0,351307,51056.04,6769.27,119868,163422.4,132557.2,81.113000,166894.4,23935.7,2344.3,,1221.53,wepf0759
新北市新店垃圾焚化廠,2021,214701.4,3342.03,220494.3,26035.79,4828.96,80,109807.2,87814.33,79.971000,177429.9,16674.5,845.5,,4828.96,WEPF0537
新北市新店垃圾焚化廠,2020,218116.9,4047.72,222558.3,27823.77,4988.6,291,113019.8,90478.43,80.055000,165757,16919,649,,4988.6,WEPF0537
新北市新店垃圾焚化廠,2019,192530.7,2617.08,199041.5,24706.07,5845.54,42996,95577.94,74734.98,78.193000,135262.4,15565.5,1954.5,,5845.54,WEPF0537
新北市新店垃圾焚化廠,2018,180556.3,0,186974.6,22924.76,6245.06,75851,89175.3,65429.1,73.371000,114231.8,15161.5,2358.5,,6245.06,WEPF0537
新北市新店垃圾焚化廠,2017,192189.4,0,197556.9,19888.66,7056.12,80757,74052.6,54945.7,74.198000,89071.93,16045.5,1474.5,,7056.12,WEPF0537
新北市新店垃圾焚化廠,2016,222545.2,5906.78,213186.7,22733.05,7565.13,81730,101726,76434.7,75.138000,136394.2,16284.5,1283.5,,7565.13,WEPF0537
新北市新店垃圾焚化廠,2015,233358.1,0,223107.5,31517.91,7704.705,83195,102450.4,77204.7,75.358000,163365.9,16489,1031,,7704.705,WEPF0537
新北市新店垃圾焚化廠,2014,199892.1,0,193551,25807.92,6401.177,75389,91681.7,68277.7,74.473000,147643.9,15019,2501,,6401.177,WEPF0537
新北市新店垃圾焚化廠,2013,184094.9,0,182473.7,24409.96,4326.354,69215,80839.7,59701,73.851000,116815,13759,3761,,4326.354,WEPF0537
新北市新店垃圾焚化廠,2012,174305,0,169824.7,22955.02,4938.902,63475,74307.7,53852.9,72.473000,97393.66,12609.5,4958.5,,4938.902,WEPF0537
新北市新店垃圾焚化廠,2011,167938.2,0,161232.8,20746.23,4284.109,60167,68840,49695,72.189000,88247.01,11956,5564,,4284.109,WEPF0537
新北市新店垃圾焚化廠,2010,180533.5,0,179292.7,24463.67,5225.317,73531,83115.6,60871.1,73.237000,113144.1,14624.5,2895.5,,5225.317,WEPF0537
新北市新店垃圾焚化廠,2009,212726.3,0,207942.6,27693.49,5542.931,80386,97546.9,73927.8,75.787000,137889.3,16047,1473,,5542.931,WEPF0537
新北市新店垃圾焚化廠,2008,227918.5,0,225426.1,30468.39,6535.689,81150,104095.5,79125.7,76.013000,121212.7,16183.5,1384.5,,6535.689,WEPF0537
新北市新店垃圾焚化廠,2007,240030.4,0,233250.2,30924.91,7879.136,82338.5,108938.4,83468.4,76.620000,113796.8,16429,1091,,7879.136,WEPF0537
新北市新店垃圾焚化廠,2006,232515.4,0,230641.9,30933.98,0,81601,110749.3,85438.8,77.146000,115109.9,16285,1235,,5192.34,WEPF0537
新北市新店垃圾焚化廠,2005,237592.7,0,240609.6,32814.82,446.12,80321,111180.5,86273.7,77.598000,101845.6,16039,1481,,4584,WEPF0537
新北市新店垃圾焚化廠,2004,250261.8,0,254172.1,36170.38,1462.18,81485,115968.8,91070.2,78.530000,115667.3,16268,1300,,4693.95,WEPF0537
新北市新店垃圾焚化廠,2003,253572.5,0,251297,38865.8,5031.77,81847,116107.1,91052.1,78.421000,118281.5,16349.5,1170.5,,1022.38,wepf0537
新北市八里垃圾焚化廠,2021,377432.5,19794.16,395122.1,54888.18,16172.18,130543,213466,181682.2,85.111000,409893.9,24656,1624,,16172.18,WEPF2314
新北市八里垃圾焚化廠,2020,387950.9,30636.71,415689.8,61580.33,17447.24,131684,145137.8,120144.8,82.780000,202241.8,24921,1431,,17447.24,WEPF2314
新北市八里垃圾焚化廠,2019,385508.3,30051.64,419051.5,60090.96,17702.5,131343,257210.2,221075,85.951000,402794.6,24836,1444,,17702.5,WEPF2314
新北市八里垃圾焚化廠,2018,387465.6,26062.62,412210.4,60470.72,17112.95,131340,252983.3,216450.5,85.559000,393886.9,24865,1415,,17112.95,WEPF2314
新北市八里垃圾焚化廠,2017,378456.1,25525.09,407509.3,54570.25,17114.01,131050,250049.2,212732.5,85.076000,365002.6,24538,1742,,22087.52,WEPF2314
新北市八里垃圾焚化廠,2016,137487.3,266130.9,397775.3,64470.22,18832.65,133190,260144.1,220017.2,84.575000,395039.4,25000,1352,,18832.65,WEPF2314
新北市八里垃圾焚化廠,2015,110624,280633,393536.8,62324.2,19016.41,137930,258046.2,213882.3,82.885000,448218.3,24971,1309,,19016.41,WEPF2314
新北市八里垃圾焚化廠,2014,80229.58,282505.1,361543.4,58280.22,16141.31,136320,220023,174758.4,79.427000,369584.3,24450,1830,,16141.31,WEPF2314
新北市八里垃圾焚化廠,2013,79686.02,284455.4,368925,52273.53,16323.4,137140,250225.4,202852.6,81.068000,407268.1,24267,2013,,16323.4,WEPF2314
新北市八里垃圾焚化廠,2012,72736.34,314921.2,383110,65140.62,17959.5,141950,234587.1,186970.6,79.702000,340229.1,24694,1658,,17959.5,WEPF2314
新北市八里垃圾焚化廠,2011,109420,273205.1,386485.9,66056.66,18682.76,139700,247641.2,200134.7,80.816000,375015,24596,1684,,18682.76,WEPF2314
新北市八里垃圾焚化廠,2010,254853.4,159015.3,410389.7,57631.2,16149.22,135670,225194.9,178244.7,79.151000,322711.3,24516.5,1763.5,,16149.22,WEPF2314
新北市八里垃圾焚化廠,2009,291136.8,119714.5,413037.6,56418.64,16655.44,142970,214945.8,170108.5,79.140000,302241,24399,1881,,16655.44,WEPF2314
新北市八里垃圾焚化廠,2008,313372.5,107172.3,430803.1,61287.77,17629.33,134611,230952.2,187151.3,81.035000,263111.8,24631,1721,,17629.33,WEPF2314
新北市八里垃圾焚化廠,2007,380726.5,21828.28,406713.8,53979.31,15755.96,152768.5,195042.9,151116.1,77.478000,199198.6,23519,2761,,15755.96,WEPF2314
新北市八里垃圾焚化廠,2006,412795.2,0,419739.1,57765.84,0,133827,174023.2,139221.6,80.002000,191542.3,24007,2273,,15409.41,WEPF2314
新北市八里垃圾焚化廠,2005,445258,0,435487.7,63774.43,1072.83,122899,205096.6,165360.8,80.626000,213260.3,23593,2687,,11953.33,WEPF2314
新北市八里垃圾焚化廠,2004,475337.8,0,468562.9,69662.7,6455.36,132619,221382.1,183192.9,82.750000,230791.2,24716.5,1635.5,,13198.47,WEPF2314
新北市八里垃圾焚化廠,2003,471259.9,0,456352,70152.76,13541.21,146539,208566,169003.5,81.031000,211412.2,24484.5,1795.5,,20826.8,WEPF2314
基隆市天外天垃圾資源回收(焚化)廠,2021,154963,38913.52,189322,23192.13,9458.03,60390.82,118346.8,98672.23,83.375000,192926.2,15820,1700,,9458.03,WEPC1448
基隆市天外天垃圾資源回收(焚化)廠,2020,146394.7,47548.04,189393.8,24749.06,9583.34,60892.65,120681.2,99499.71,82.448000,186700.6,15926,1642,,9583.34,WEPC1448
基隆市天外天垃圾資源回收(焚化)廠,2019,141713.9,51070.5,191487.2,23421.22,9112.9,60604.68,119509.1,96860.08,81.048000,185337.2,15838,1682,,9112.9,WEPC1448
基隆市天外天垃圾資源回收(焚化)廠,2018,147272.1,45261.6,193228.9,23519.15,9119.08,60470.76,120287.3,96960.83,80.608000,183853.3,15873,1647,,9119.08,WEPC1448
基隆市天外天垃圾資源回收(焚化)廠,2017,159213.8,31876.6,188778.5,24135.45,9709.12,59676,116515.1,93170.37,79.964000,168829.6,15635,1885,,9709.12,WEPC1448
基隆市天外天垃圾資源回收(焚化)廠,2016,77198.46,112635,195160.3,25127.96,8240.15,59838.96,115984.5,91999.98,79.321000,174083,15661,1907,,8240.15,WEPC1448
基隆市天外天垃圾資源回收(焚化)廠,2015,78643.23,112111,192225.9,26388.38,8798.66,59073.69,115765.4,92026.25,79.494000,203713.1,15480,2040,,8798.66,WEPC1448
基隆市天外天垃圾資源回收(焚化)廠,2014,76908.25,119872.1,195229.1,26152.25,9100.76,60214.06,115704.9,91676.48,79.233000,210948.7,15748,1772,,9100.76,WEPC1448
基隆市天外天垃圾資源回收(焚化)廠,2013,76670.16,124294.5,193751.5,26733.39,9735.97,60469.13,114156.9,89289.08,78.216000,194135.7,15731,1789,,9735.97,WEPC1448
基隆市天外天垃圾資源回收(焚化)廠,2012,74464.36,120482.4,189284.5,25234.95,10174.05,59145.1,111212.3,86830.63,78.076000,173339.3,15402,2166,,10174.05,WEPC1448
基隆市天外天垃圾資源回收(焚化)廠,2011,74879.98,118960.4,189724.8,24577.01,10178.04,60379.83,109175.4,84947.96,77.809000,166971.7,15780,1740,,10178.04,WEPC1448
基隆市天外天垃圾資源回收(焚化)廠,2010,76735.54,120905,191740.5,25611.54,9828.05,58968.4,113273.4,89064.3,78.628000,172935.8,15506,2014,,35439.59,WEPC1448
基隆市天外天垃圾資源回收(焚化)廠,2009,75718.54,113845,183061.8,25185.5,10424.33,59198.58,106535.4,82669.63,77.598000,152618.5,15540,1980,,35609.83,WEPC1448
基隆市天外天垃圾資源回收(焚化)廠,2008,75314.93,108536.6,182488.6,28948.73,9808.46,59022.74,105474.4,81843.36,77.595000,127581.1,15494,2074,,38757.19,WEPC1448
基隆市天外天垃圾資源回收(焚化)廠,2007,82531.32,107738.3,186936,26714.41,11321.46,60511.13,113897.3,88735.82,77.909000,128879.9,15916,1604,,38035.87,WEPC1448
基隆市天外天垃圾資源回收(焚化)廠,2006,61358.93,76123.9,134864.1,20697.54,7683.06,45544.46,79560.96,60603.31,76.172000,83971.18,11975,1465,,28380.6,WEPC1448
高雄市政府環境保護局南區資源回收廠,2021,172157.2,184122.3,374194.4,57245.78,26526.83,150422,188009.3,143468.8,76.309000,259573.9,25172.5,9867.5,,26526.83,WEPE5641
高雄市政府環境保護局南區資源回收廠,2020,181089.3,207766.2,415732.4,69864.59,30267.52,151594,237241.2,182713.6,77.016000,325624.5,27313,7823,,30267.52,WEPE5641
高雄市政府環境保護局南區資源回收廠,2019,203040,197811.7,416861.1,69911.32,37185.18,192040,225775.9,174022.4,77.077000,309919,25282,9758,,37185.18,WEPE5641
高雄市政府環境保護局南區資源回收廠,2018,176796.1,188260.3,377134.8,58658.91,24724.3,166120,200052.2,153039.4,76.500000,277827.2,23203,11837,,24724.3,WEPE5641
高雄市政府環境保護局南區資源回收廠,2017,185374,174655.2,364932.2,62343.6,26662.18,182892,188584.8,141049.1,74.793000,228619.3,21938,13102,,66149.21,WEPE5641
高雄市政府環境保護局南區資源回收廠,2016,133102.1,226594.1,374989.3,66459.9,24043.22,141186,178085.3,132790.4,74.566000,226310.3,21950,13186,,80762.47,WEPE5641
高雄市政府環境保護局南區資源回收廠,2015,172744.8,271375,430309.7,78695.21,24457.37,144038,195290.2,150409.6,77.019000,312595.1,24737,10303,,31419.79,WEPE5641
高雄市政府環境保護局南區資源回收廠,2014,164799.4,219185.5,367980.8,66092.12,22672.07,120242,163994.4,121523.2,74.102000,254704.4,20411,14629,,67734.37,WEPE5641
高雄市政府環境保護局南區資源回收廠,2013,178630.8,219488.6,405396.4,75788.82,30202.46,126992,166415.3,120697.6,72.528000,235167.3,22661,12379,,105991.3,WEPE5641
高雄市政府環境保護局南區資源回收廠,2012,144084.2,206627.1,348476.3,76174.75,27300.99,130160,149427.1,108323.2,72.492000,199562.8,19959,15177,,75931.97,WEPE5641
高雄市政府環境保護局南區資源回收廠,2011,196064.9,180044.9,342999.7,82686.09,29642.8,157642,151709.3,107862.4,71.098000,201465.7,20488,14552,,95962.96,WEPE5641
高雄市政府環境保護局南區資源回收廠,2010,228282.1,166341.3,373226.8,59907.79,25507.75,141660,153591.8,109520.3,71.306000,196831.8,20846,14194,,44742.74,WEPE5641
高雄市政府環境保護局南區資源回收廠,2009,138559.9,168191.8,297373.3,49331.51,15626.43,146451,119557.9,80604.8,67.419000,136031.8,17417,17623,,15626.43,WEPE5641
高雄市政府環境保護局南區資源回收廠,2008,128052.8,220692.9,323197.4,53794.73,25162.8,108712,145704.4,103155.2,70.798000,143518.2,18333,16803,,58643.21,WEPE5641
高雄市政府環境保護局南區資源回收廠,2007,163948.1,242490.1,369293.9,56129.33,23202.17,93246,167152.9,123136,73.667000,162503.1,20356,14684,,79331.5,WEPE5641
高雄市政府環境保護局南區資源回收廠,2006,161417,245569,367154.3,64309.95,27898.79,92330,184037.2,137061.3,74.475000,175676.9,21573,13467,,92208.74,WEPE5641
高雄市政府環境保護局南區資源回收廠,2005,161910,286893.7,448080.2,76101.74,30827.56,111900,221906.8,173088,78.000000,218407.3,24985,10055,,106929.3,WEPE5641
