sampledate,areaname,county,siteid,sitename,sampleaddress,sampleitem,samplevalue,itemunit
2011/02/14,花東空品區,花蓮縣,63,花蓮站,中正國小,戴奧辛,0.0385424,"pg I-TEQ/m3"
2011/02/14,高屏空品區,高雄市,53,楠梓站,楠梓國小,戴奧辛,0.095396815310741,"pg I-TEQ/m3"
2011/02/14,雲嘉南空品區,高雄市,49,仁武站,八卦國小,戴奧辛,0.134280306803732,"pg I-TEQ/m3"
2011/02/21,雲嘉南空品區,台南市,46,台南站,中山國中,戴奧辛,0.0729716436209735,"pg I-TEQ/m3"
2011/02/21,雲嘉南空品區,台南市,43,新營站,新營國小,戴奧辛,0.0710063878185672,"pg I-TEQ/m3"
2011/02/21,雲嘉南空品區,嘉義市,42,嘉義站,興嘉國小,戴奧辛,0.0974354914031372,"pg I-TEQ/m3"
2011/02/21,雲嘉南空品區,嘉義縣,39,新港站,新港國小,戴奧辛,0.134740274288158,"pg I-TEQ/m3"
2011/02/21,中部空品區,雲林縣,38,崙背站,崙背國中,戴奧辛,0.0830753,"pg I-TEQ/m3"
2011/02/21,中部空品區,南投縣,36,南投站,康壽國小,戴奧辛,0.0748694,"pg I-TEQ/m3"
2011/02/21,中部空品區,彰化縣,33,彰化站,忠孝國小,戴奧辛,0.2318764,"pg I-TEQ/m3"
2011/02/21,中部空品區,台中市,31,忠明站,忠明國小,戴奧辛,0.0831589,"pg I-TEQ/m3"
2011/02/21,中部空品區,台中市,30,大里站,大里區公所,戴奧辛,0.1308454,"pg I-TEQ/m3"
2011/02/21,竹苗空品區,苗栗縣,26,苗栗站,苗栗縣議會,戴奧辛,0.0379541,"pg I-TEQ/m3"
2011/02/21,竹苗空品區,新竹市,24,新竹站,東門國小,戴奧辛,0.0686092,"pg I-TEQ/m3"
2011/02/14,北部空品區,新竹縣,22,湖口站,信勢國小,戴奧辛,0.0498534,"pg I-TEQ/m3"
2011/02/14,北部空品區,桃園市,17,桃園站,桃園農工,戴奧辛,0.0511381,"pg I-TEQ/m3"
2011/02/14,北部空品區,台北市,15,松山站,松山國小,戴奧辛,0.043193,"pg I-TEQ/m3"
2011/02/14,北部空品區,新北市,2,汐止站,樟樹國小,戴奧辛,0.0376445,"pg I-TEQ/m3"
2011/02/14,北部空品區,基隆市,1,基隆站,基隆女中,戴奧辛,0.0274232,"pg I-TEQ/m3"
2010/11/08,宜蘭空品區,宜蘭縣,66,冬山站,冬山鄉托兒所,戴奧辛,0.027,"pg I-TEQ/m3"
2010/11/15,花東空品區,花蓮縣,63,花蓮站,中正國小,戴奧辛,0.0174509449104694,"pg I-TEQ/m3"
2010/11/15,花東空品區,台東縣,62,台東站,台東縣政府,戴奧辛,0.0107337387855579,"pg I-TEQ/m3"
2010/11/09,高屏空品區,屏東縣,59,屏東站,中正國小,戴奧辛,0.0773177856842876,"pg I-TEQ/m3"
2010/11/09,高屏空品區,高雄市,53,楠梓站,楠梓國小,戴奧辛,0.068627602738099,"pg I-TEQ/m3"
2010/11/09,雲嘉南空品區,高雄市,49,仁武站,八卦國小,戴奧辛,0.070159186659377,"pg I-TEQ/m3"
2010/11/15,雲嘉南空品區,台南市,46,台南站,中山國中,戴奧辛,0.0628817573705007,"pg I-TEQ/m3"
2010/11/15,雲嘉南空品區,台南市,43,新營站,新營國小,戴奧辛,0.0593650497791568,"pg I-TEQ/m3"
2010/11/15,雲嘉南空品區,嘉義市,42,嘉義站,興嘉國小,戴奧辛,0.0801150410939027,"pg I-TEQ/m3"
2010/11/15,雲嘉南空品區,嘉義縣,39,新港站,新港國小,戴奧辛,0.163668302822533,"pg I-TEQ/m3"
2010/11/15,中部空品區,雲林縣,38,崙背站,崙背國中,戴奧辛,0.0430829,"pg I-TEQ/m3"
2010/11/15,中部空品區,南投縣,36,南投站,康壽國小,戴奧辛,0.0330257,"pg I-TEQ/m3"
2010/11/15,中部空品區,彰化縣,33,彰化站,忠孝國小,戴奧辛,0.0378107,"pg I-TEQ/m3"
2010/11/15,中部空品區,台中市,31,忠明站,忠明國小,戴奧辛,0.040301,"pg I-TEQ/m3"
2010/11/15,中部空品區,台中市,30,大里站,大里市公所,戴奧辛,0.0462501,"pg I-TEQ/m3"
2010/11/15,竹苗空品區,苗栗縣,26,苗栗站,苗栗縣議會,戴奧辛,0.012745,"pg I-TEQ/m3"
2010/11/15,竹苗空品區,新竹市,24,新竹站,東門國小,戴奧辛,0.0175884,"pg I-TEQ/m3"
2010/11/08,北部空品區,新竹縣,22,湖口站,信勢國小,戴奧辛,0.0657727,"pg I-TEQ/m3"
2010/11/08,北部空品區,桃園市,17,桃園站,桃園農工,戴奧辛,0.0313191,"pg I-TEQ/m3"
2010/11/08,北部空品區,台北市,15,松山站,松山國小,戴奧辛,0.025417,"pg I-TEQ/m3"
2010/11/08,北部空品區,新北市,2,汐止站,樟樹國小,戴奧辛,0.031,"pg I-TEQ/m3"
2010/11/08,北部空品區,基隆市,1,基隆站,基隆女中,戴奧辛,0.031,"pg I-TEQ/m3"
2010/07/26,高屏空品區,高雄市,71,復興站,復興國小,戴奧辛,0.0170290183090824,"pg I-TEQ/m3"
2010/07/19,北部空品區,桃園市,68,中壢站,中壢國小,戴奧辛,0.0537585,"pg I-TEQ/m3"
2010/07/20,北部空品區,新北市,67,三重站,新北市三重區三和路重陽路交口,戴奧辛,0.0167486,"pg I-TEQ/m3"
2010/07/19,宜蘭空品區,宜蘭縣,66,冬山站,冬山鄉托兒所,戴奧辛,0.027967,"pg I-TEQ/m3"
2010/07/19,花東空品區,花蓮縣,63,花蓮站,中正國小,戴奧辛,0.0066623,"pg I-TEQ/m3"
2010/07/12,花東空品區,台東縣,62,台東站,台東縣政府,戴奧辛,0.0131405100030979,"pg I-TEQ/m3"
2010/07/26,高屏空品區,屏東縣,59,屏東站,中正國小,戴奧辛,0.015179916902234,"pg I-TEQ/m3"
2010/07/19,高屏空品區,高雄市,53,楠梓站,楠梓國小,戴奧辛,0.0214640880998891,"pg I-TEQ/m3"
2010/07/26,高屏空品區,高雄市,50,鳳山站,曹公國小,戴奧辛,0.0125442120348039,"pg I-TEQ/m3"
2010/07/19,雲嘉南空品區,高雄市,49,仁武站,八卦國小,戴奧辛,0.027254812338221,"pg I-TEQ/m3"
2010/07/19,雲嘉南空品區,台南市,46,台南站,中山國中,戴奧辛,0.0245156633593512,"pg I-TEQ/m3"
2010/07/19,雲嘉南空品區,台南市,43,新營站,新營國小,戴奧辛,0.0246657924469047,"pg I-TEQ/m3"
2010/07/19,雲嘉南空品區,嘉義市,42,嘉義站,興嘉國小,戴奧辛,0.0445559730841038,"pg I-TEQ/m3"
2010/07/19,雲嘉南空品區,嘉義縣,39,新港站,新港國小,戴奧辛,0.0294985756181777,"pg I-TEQ/m3"
2010/07/26,中部空品區,雲林縣,38,崙背站,崙背國中,戴奧辛,0.0070727,"pg I-TEQ/m3"
2010/07/26,中部空品區,南投縣,36,南投站,康壽國小,戴奧辛,0.0098872,"pg I-TEQ/m3"
2010/07/26,中部空品區,彰化縣,33,彰化站,忠孝國小,戴奧辛,0.0109379,"pg I-TEQ/m3"
2010/07/26,中部空品區,台中市,31,忠明站,忠明國小,戴奧辛,0.0264189,"pg I-TEQ/m3"
2010/07/26,中部空品區,台中市,30,大里站,大里市公所,戴奧辛,0.0342792,"pg I-TEQ/m3"
2010/07/26,竹苗空品區,苗栗縣,26,苗栗站,苗栗縣議會,戴奧辛,0.0050693,"pg I-TEQ/m3"
2010/07/26,竹苗空品區,新竹市,24,新竹站,東門國小,戴奧辛,0.0070456,"pg I-TEQ/m3"
2010/07/19,北部空品區,新竹縣,22,湖口站,信勢國小,戴奧辛,0.0470524,"pg I-TEQ/m3"
2010/07/19,北部空品區,桃園市,17,桃園站,桃園農工,戴奧辛,0.0569133,"pg I-TEQ/m3"
2010/07/20,北部空品區,台北市,15,松山站,松山國小,戴奧辛,0.0179109,"pg I-TEQ/m3"
2010/07/19,北部空品區,新北市,2,汐止站,樟樹國小,戴奧辛,0.0158373,"pg I-TEQ/m3"
2010/07/19,北部空品區,基隆市,1,基隆站,基隆女中,戴奧辛,0.0103942,"pg I-TEQ/m3"
2010/05/11,高屏空品區,高雄市,71,復興站,復興國小,戴奧辛,0.0544570547619751,"pg I-TEQ/m3"
2010/05/10,北部空品區,桃園市,68,中壢站,中壢國小,戴奧辛,0.0843557,"pg I-TEQ/m3"
2010/05/11,北部空品區,新北市,67,三重站,新北市三重區三和路重陽路交口,戴奧辛,0.0285317,"pg I-TEQ/m3"
2010/05/10,宜蘭空品區,宜蘭縣,66,冬山站,冬山鄉托兒所,戴奧辛,0.0327029,"pg I-TEQ/m3"
2010/05/10,花東空品區,花蓮縣,63,花蓮站,中正國小,戴奧辛,0.0273306,"pg I-TEQ/m3"
2010/05/24,花東空品區,台東縣,62,台東站,台東縣政府,戴奧辛,0.0175738549743911,"pg I-TEQ/m3"
2010/05/18,高屏空品區,屏東縣,59,屏東站,中正國小,戴奧辛,0.0630401101578935,"pg I-TEQ/m3"
2010/05/11,高屏空品區,高雄市,53,楠梓站,楠梓國小,戴奧辛,0.0526061573968948,"pg I-TEQ/m3"
2010/05/18,高屏空品區,高雄市,50,鳳山站,曹公國小,戴奧辛,0.0453071747702751,"pg I-TEQ/m3"
2010/05/18,雲嘉南空品區,高雄市,49,仁武站,八卦國小,戴奧辛,0.0462201469854727,"pg I-TEQ/m3"
2010/05/11,雲嘉南空品區,台南市,46,台南站,中山國中,戴奧辛,0.0488648123363977,"pg I-TEQ/m3"
2010/05/11,雲嘉南空品區,台南市,43,新營站,新營國小,戴奧辛,0.0474803133322485,"pg I-TEQ/m3"
2010/05/11,雲嘉南空品區,嘉義市,42,嘉義站,興嘉國小,戴奧辛,0.20704985920754,"pg I-TEQ/m3"
2010/05/11,雲嘉南空品區,嘉義縣,39,新港站,新港國小,戴奧辛,0.0644119732267748,"pg I-TEQ/m3"
2010/05/17,中部空品區,雲林縣,38,崙背站,崙背國中,戴奧辛,0.0732742,"pg I-TEQ/m3"
2010/05/17,中部空品區,南投縣,36,南投站,康壽國小,戴奧辛,0.0414299,"pg I-TEQ/m3"
2010/05/17,中部空品區,彰化縣,33,彰化站,忠孝國小,戴奧辛,0.0696551,"pg I-TEQ/m3"
2010/05/17,中部空品區,台中市,31,忠明站,忠明國小,戴奧辛,0.0352306,"pg I-TEQ/m3"
2010/05/17,中部空品區,台中市,30,大里站,大里市公所,戴奧辛,0.1021557,"pg I-TEQ/m3"
2010/05/17,竹苗空品區,苗栗縣,26,苗栗站,苗栗縣議會,戴奧辛,0.0390757,"pg I-TEQ/m3"
2010/05/17,竹苗空品區,新竹市,24,新竹站,東門國小,戴奧辛,0.0400509,"pg I-TEQ/m3"
2010/05/10,北部空品區,新竹縣,22,湖口站,信勢國小,戴奧辛,0.0467611,"pg I-TEQ/m3"
2010/05/10,北部空品區,桃園市,17,桃園站,桃園農工,戴奧辛,0.0333172,"pg I-TEQ/m3"
